pid,name,type,region_big,region_small,tel,fax,zipcd,addr1,addr2,latitude,longitude,date_time,use_yn,island_area
44,예천권병원,병원,군,경북,054-654-6611,054-654-2750,36820,경북 예천군,예천읍 동본리 시장로 136,36.6573136,128.4590263,2000-07-01 00:00:00,Y,불포함
45,울진군의료원,병원,군,경북,054-785-7024,054-785-7030,36324,경북 울진군,울진읍 현내항길 71,36.9927492,129.4100665,2003-03-13 00:00:00,Y,불포함
46,고령영생병원,병원,군,경북,054-955-2661,054-955-8100,40135,경북 고령군,대가야읍 중앙로 33,35.7261415,128.262953,2003-01-01 00:00:00,Y,불포함
47,김천남산종합의원,의원,시,경북,054-434-2111,054-434-7301,39596,경북 김천시,김천로 192(남산동),36.1238795,128.1117637,2010-01-01 00:00:00,Y,불포함
48,삼성연합의원,의원,시,경북,054-474-8575,054-474-8571,39431,경북 구미시,인동가산로 19길,36.0989172,128.4522122,2008-11-01 00:00:00,Y,불포함
49,울릉군보건의료원,의원,군,경북,054-790-6878,054-790-6879,40217,경북 울릉군,울릉읍 울릉순환로 396-18,37.4899374,130.8985208,1993-03-01 00:00:00,Y,포함
50,상주제일안과,의원,시,경북,054-536-7585,054-536-7586,37198,경북 상주시,상산로 251,36.4132887,128.1592496,2010-01-01 00:00:00,Y,불포함
51,진연합의원,의원,군,경북,054-832-7587,054-832-7586,37335,경북 의성군,의성읍 문소3길 109,36.35552,128.6938308,2010-11-01 00:00:00,Y,불포함
52,청송군보건의료원,의원,군,경북,054-873-7100,054-873-7108,37433,경북 청송군,청송읍 의료원길 19,36.4310601,129.0522753,1995-01-01 00:00:00,Y,불포함
53,태전정형외과연합의원,의원,구,대구,053-324-7585,053-324-7530,41462,대구시 북구,곡중앙대로 302,35.9121522,128.5489762,2008-11-01 00:00:00,Y,불포함
54,(의)삼백의료재단 상주성모병원,종합병원,시,경북,054-532-5001,054-531-0017,37179,경북 상주시,냉림서성길 7,36.420796,128.1599753,1993-03-01 00:00:00,Y,불포함
55,동국대학교 경주병원,종합병원,시,경북,054-748-9300,054-770-8501,38067,경북 경주시,동대로 87,35.8583073,129.1954409,2010-11-01 00:00:00,Y,불포함
56,동춘의료재단 문경제일병원,종합병원,시,경북,054-550-7706,054-552-5664,36986,경북 문경시,당교3길 25,36.5843256,128.1891835,1995-01-01 00:00:00,Y,불포함
57,순천향대학교 구미병원,종합병원,시,경북,054-468-9114,054-463-7504,39371,경북 구미시,1공단로 179(공단동),36.1040701,128.3843467,2002-01-01 00:00:00,Y,불포함
58,안동의료원,종합병원,시,경북,054-850-6451,054-858-6434,36694,경북 안동시,태사2길 55(북문동470),36.5681036,128.7318687,1993-03-01 00:00:00,Y,불포함
59,영남대학교부속 영천병원,종합병원,시,경북,054-338-9000,054-330-7580,38840,경북 영천시,오수1길 10(오수동),35.9579915,128.9131198,2000-07-01 00:00:00,Y,불포함
60,포항의료원,종합병원,시,경북,054-247-0551,054-247-4911,37688,경북 포항시,북구 용흥로 36,36.0350941,129.3544868,1993-03-31 00:00:00,Y,불포함
61,삼성연합의원(의성),의원,군,경북,054-861-5353,054-861-1231,37313,경북 의성군,안계면 안계길 171,36.3863022,128.4346149,2012-06-14 00:00:00,Y,불포함
62,건양대학교 부여병원,병원,군,충남,041-837-1200,041-837-1210,33169,충남 부여군,부여읍 계백로 200,36.275721,126.9010699,2003-02-01 00:00:00,Y,불포함
63,괴산성모병원,병원,군,충북,043-830-5405,043-834-3901,28027,충북 괴산군,괴산읍 임꺽정로 116,36.8154141,127.7842382,2011-01-03 00:00:00,Y,불포함
64,당진성모병원,병원,시,충남,041-351-0200,041-351-0220,31769,충남 당진시,당진중앙1로 43 (읍내동),36.8986377,126.6329937,2003-02-01 00:00:00,Y,불포함
65,정민의료재단 보은한양병원,병원,군,충북,043-544-1500,043-544-1100,28949,충북 보은군,보은읍 보은로 102,36.4832783,127.7182865,2002-09-01 00:00:00,Y,불포함
66,영동병원,병원,군,충북,043-740-9000,043-740-9001,29134,충북 영동군,영동읍 대학로 106,36.1852219,127.7810064,2008-12-05 00:00:00,Y,불포함
67,예산명지병원,병원,군,충남,041-335-2255,041-334-2255,32423,충남 예산군,예산읍 신례원로 26,36.7129157,126.833862,2006-09-11 00:00:00,Y,불포함
68,예일병원,병원,시,충남,041-571-7000,041-578-7511,31174,충남 천안시,서북구 충무로 129,36.7930172,127.1217545,2008-11-24 00:00:00,Y,불포함
69,(의)태성의료재단 제일조은병원,병원,군,충북,043-883-8800,043-877-4600,27627,충북 음성군,금왕읍 음성로1230번길 10,36.9974781,127.598521,2011-08-12 00:00:00,Y,불포함
70,서해병원,병원,군,충남,041-951-8282,041-951-8300,33635,충남 서천군,서천읍 서천로 184,36.0844803,126.6876312,2003-02-01 00:00:00,Y,불포함
71,(의)건명의료재단 중앙제일병원,종합병원,군,충북,043-533-1711,043-534-8898,27832,충북 진천군,진천읍 중앙북로 36,36.858312,127.4406201,2002-03-01 00:00:00,Y,불포함
72,충주시노인전문병원,요양병원,시,충북,043-855-9393,043-855-8866,27442,충북 충주시,동량면 충원대로 1398,37.0483971,127.9309571,2008-11-24 00:00:00,Y,불포함
73,고려병원,병원,시,충남,041-732-3489,041-732-2572,32951,충남 논산시,해월로 151,36.2043035,127.0836998,2010-01-01 00:00:00,Y,불포함
74,김봉천정형외과의원,의원,구,대전,042-541-4330,042-541-4333,35385,대전시 서구,계백로 1130 (가수원동),36.3023346,127.3521635,2010-01-01 00:00:00,Y,포함
75,서외과의원,의원,군,충북,043-742-1171,043-744-1839,29149,충북 영동군,영동읍 학산영동로 1241,36.173483,127.772942,2010-01-01 00:00:00,Y,불포함
76,이내과의원,의원,시,세종,044-865-3571,044-867-5825,30024,세종시,조치원읍 조치원로 31,36.5924922,127.2921328,2010-01-01 00:00:00,Y,불포함
77,청양군보건의료원,의원,군,충남,041-942-3401,041-940-4509,33324,충남 청양군,청양읍 칠갑산로7길 54,36.4551521,126.8049308,2003-03-01 00:00:00,Y,불포함
78,태안군보건의료원,의원,군,충남,041-671-5300,041-671-5218,32148,충남 태안군,태안읍 서해로 1952-16,36.7519439,126.3229392,2003-02-01 00:00:00,Y,불포함
79,건국대학교충주병원,종합병원,시,충북,043-840-8200,043-840-8964,27376,충북 충주시,국원대로 82 (교현동),36.9891443,127.9287458,2002-02-01 00:00:00,Y,불포함
80,공주의료원,종합병원,시,충남,041-962-1111,041-962-1219,32563,충남 공주시,웅진로 130,36.4518729,127.1248194,1997-11-01 00:00:00,Y,불포함
81,백제종합병원,종합병원,시,충남,041-733-2191,041-735-1639,32980,충남 논산시,시민로294번길 14,36.1923478,127.0943895,2000-07-01 00:00:00,Y,불포함
82,보령아산병원,종합병원,시,충남,041-930-5114,041-930-5133,33428,충남 보령시,죽성로 136,36.3805499,126.6232855,1998-01-01 00:00:00,Y,불포함
83,서산의료원,종합병원,시,충남,041-689-7000,041-689-8010,32001,충남 서산시,중앙로 149 (석림동),36.7844993,126.4503169,1998-01-01 00:00:00,Y,불포함
84,(의)힐링의료재단 옥천성모병원,종합병원,군,충북,043-730-7000,043-730-7100,29031,충북 옥천군,옥천읍 성왕로 1195,36.3137075,127.571949,1998-01-01 00:00:00,Y,불포함
85,홍성의료원,종합병원,군,충남,041-630-6114,041-630-6380,32232,충남 홍성군,홍성읍 조양로 224,36.5988023,126.6743322,1998-01-01 00:00:00,Y,불포함
86,365병원,병원,시,경남,055-248-0365,055-248-0362,51316,경남 창원시,마산회원구 3·15대로 686 (석전동),35.2300216,128.5802661,2011-11-10 00:00:00,Y,불포함
87,강병원,병원,군,경남,055-673-0101,055-672-5700,52942,경남 고성군,고성읍 중앙로 49,34.9741735,128.3252156,2010-06-01 00:00:00,Y,불포함
88,거창적십자병원,병원,군,경남,055-949-3332,055-943-7649,50132,경남 거창군,거창읍 중앙로 91,35.6866286,127.91002,1998-04-01 00:00:00,Y,불포함
89,구포부민병원,병원,구,부산,051-366-7000,051-366-7115,46504,부산시 북구,사상로 607,35.1982749,128.9906321,2010-01-01 00:00:00,Y,불포함
90,기장병원,병원,군,부산,051-712-7150,051-724-0171,46072,부산시 기장군,기장읍 대청로72번길 6,35.2358805,129.216446,2002-06-01 00:00:00,Y,불포함
91,남해병원,병원,군,경남,055-863-2201,055-860-6767,52417,경남 남해군,남해읍 화전로 169,34.846164,127.8943923,1998-04-01 00:00:00,Y,불포함
92,메트로병원,병원,시,경남,055-259-7700,055-259-7788,51370,경남 창원시,의창구 평산로219번길 3,35.2608147,128.6258478,2008-11-10 00:00:00,Y,불포함
93,반도병원,병원,시,경남,055-747-6000,055-743-2932,52758,경남 진주시,남강로 701,35.1917777,128.0881618,2008-11-20 00:00:00,Y,불포함
94,서귀포열린병원,병원,시,제주,064-762-8001,064-733-8006,63585,제주도 서귀포시,일주동로 8638 (동홍동),33.2523213,126.5723954,2010-01-01 00:00:00,Y,불포함
95,(의)에스엠씨의료재단 울산세민병원,병원,구,울산,052-292-2000,052-292-2019,44521,울산시 중구,학성로 184,35.556588,129.3309785,2008-11-10 00:00:00,Y,불포함
96,제주의료원,병원,시,제주,064-720-2222,064-724-2102,63243,제주도 제주시,산천단남길 10,33.4452709,126.5601453,2010-01-01 00:00:00,Y,불포함
97,중앙U병원,병원,구,부산,051-220-6304,051-292-1267,49371,부산시 사하구,감천로 59 (감천동),35.0842043,129.0096785,2011-12-01 00:00:00,Y,불포함
98,진해세광병원,병원,시,경남,055-540-3700,055-540-3711,51679,경남 창원시,진해구 중원동로 55-1,35.149786,128.6609432,2008-11-10 00:00:00,Y,포함
99,통영적십자병원,병원,시,경남,055-644-8901,055-645-8908,53061,경남 통영시,중앙로 97,34.8422443,128.419918,1998-04-01 00:00:00,Y,불포함
100,함양성심병원,병원,군,경남,055-963-4322,055-963-7689,50039,경남 함양군,함양읍 고운로 70,35.5208588,127.7302425,1998-04-01 00:00:00,Y,불포함
101,행복한병원,병원,시,경남,055-391-0090,055-391-0085,50460,경남 밀양시,하남읍 수산중앙로 56-2,35.3746864,128.7113696,2010-01-01 00:00:00,Y,불포함
102,푸른요양병원,요양병원,시,경남,055-270-8888,055-270-8886,51409,경남 창원시,의창구 창원천로94번길 82-18 (대원동),35.2378719,128.6573817,2008-11-10 00:00:00,Y,포함
103,복음의원,의원,군,경남,055-573-9977,055-573-9976,52149,경남 의령군,의령읍 충익로 23-6,35.3182881,128.2619126,2007-09-01 00:00:00,Y,불포함
104,수도의원,의원,구,부산,051-416-4031,051-418-9292,49057,부산시 영도구,태종로 160,35.0934178,129.0461788,2008-11-10 00:00:00,Y,불포함
105,청송의원,의원,군,경남,055-973-5422,055-973-8926,52222,경남 산청군,산청읍 웅석봉로 18,35.4156319,127.8758824,2009-03-02 00:00:00,Y,불포함
106,대우병원,종합병원,시,경남,055-680-8114,055-680-8412,53317,경남 거제시,두모길 16,34.8722413,128.7217033,1998-04-01 00:00:00,Y,불포함
107,마산의료원,종합병원,시,경남,055-249-1000,055-249-1036,51264,경남 창원시,마산합포구 3·15대로 231,35.1988953,128.566271,2000-07-01 00:00:00,Y,불포함
108,서귀포의료원,종합병원,시,제주,064-730-3160,064-733-4320,63585,제주도 서귀포시,장수로 47,33.2560963,126.5630644,1998-04-01 00:00:00,Y,불포함
109,서울산보람병원,종합병원,군,울산,052-255-7114,052-255-7100,44948,울산시 울주군,삼남읍 중평로 53,35.5596168,129.1205746,2007-02-01 00:00:00,Y,불포함
110,울산병원,종합병원,구,울산,052-259-5133,052-259-5145,44686,울산시 남구,월평로171번길 13,35.546209,129.3230784,1998-04-01 00:00:00,Y,불포함
111,제주대학교병원,종합병원,시,제주,064-717-1123,064-717-1029,63241,제주도 제주시,아란13길 15,33.4670429,126.5457558,2002-01-01 00:00:00,Y,불포함
112,제주한라병원,종합병원,시,제주,064-740-5342,064-740-5676,63127,제주도 제주시,도령로 65 (연동),33.4893203,126.4821751,2001-03-01 00:00:00,Y,불포함
113,연세에스병원,종합병원,시,경남,055-548-7700,055-542-0174,51659,경남 창원시,진해구 해원로32번길 13,35.1545448,128.6983452,2008-02-01 00:00:00,Y,불포함
114,원주세브란스기독병원,3차병원,시,강원,033-741-0114,033-741-1190,26426,강원도 원주시,일산로 20,37.348469,127.9451839,1991-10-17 00:00:00,Y,불포함
115,인제대학교 일산백병원,종합병원,시,경기,031-910-7114,031-910-7542,10380,경기도 고양시,일산서구 주화로 170,37.6742288,126.750367,2000-07-01 00:00:00,Y,불포함
116,강화병원,병원,군,인천,032-930-8151,032-933-8155,23025,인천시 강화군,강화읍 강화대로312번길 11,37.7433105,126.4954153,1991-01-01 00:00:00,Y,포함
117,근로복지공단 정선병원,병원,군,강원,033-560-7100,033-562-8110,26129,강원도 정선군,정선읍 봉양1길 145,37.3830173,128.6587563,2002-06-01 00:00:00,Y,포함
118,메디힐병원,병원,구,서울,02-2604-7551,02-2690-7575,7905,서울시 양천구,남부순환로 331 (신월동),37.5373069,126.8277244,2009-06-01 00:00:00,Y,불포함
119,사랑의병원,병원,구,서울,02-880-0114,02-880-0111,8789,서울시 관악구,남부순환로 1860 (봉천동),37.4837388,126.9426971,2009-01-01 00:00:00,Y,불포함
120,새서울연합의원,의원,구,서울,02-930-5858,02-933-0596,1625,서울시 노원구,동일로 1678 (상계동),37.6587474,127.0635414,2009-01-01 00:00:00,Y,불포함
121,아가페의료재단 시티병원,병원,시,경기,031-340-0114,031-346-2888,16060,경기도 의왕시,오전천로 29,37.3502461,126.9767752,2003-01-03 00:00:00,Y,불포함
122,양주예쓰병원,병원,시,경기,031-825-5000,031-825-0073,11451,경기도 양주시,회정로 103,37.8377357,127.0645178,2003-02-01 00:00:00,Y,불포함
123,양평병원,병원,군,경기,031-770-5000,031-770-5555,12550,경기도 양평군,양평읍 중앙로 129,37.4939802,127.5033376,1998-06-21 00:00:00,Y,불포함
124,원병원,병원,시,경기,031-590-3114,031-593-7985,12179,경기도 남양주시,화도읍 경춘로 1943-16,37.6518762,127.3043556,2003-04-01 00:00:00,Y,불포함
125,(의)영등포병원,병원,구,서울,02-2632-0013,02-2632-0722,7256,서울시 영등포구,당산로31길 10 (당산동3가),37.5268013,126.8959163,2009-01-01 00:00:00,Y,불포함
126,인성병원,병원,시,강원,033-253-3030,033-259-8107,24272,강원도 춘천시,금강로 39,37.8814112,127.7265589,2008-12-01 00:00:00,Y,불포함
127,인제고려병원,병원,군,강원,033-461-0088,033-463-2525,24635,강원도 인제군,인제읍 비봉로15번길 4,38.0678676,128.1733988,2002-07-03 00:00:00,Y,포함
128,인천광역시의료원 백령병원,병원,군,인천,032-836-1731,032-836-0118,23101,인천시 옹진군,백령면 백령로 233,37.9728415,124.718271,1998-02-01 00:00:00,Y,포함
129,HJ매그놀리아국제병원,병원,군,경기,031-589-4300,031-589-4494,12461,경기도 가평군,설악면 미사리로 267-177,37.6908251,127.5216892,2010-01-01 00:00:00,Y,포함
130,햇살병원,병원,시,경기,031-791-7330,031-795-0013,12968,경기도 하남시,신평로 51 (신장동),37.5464019,127.209475,2003-01-07 00:00:00,Y,불포함
131,현대유비스병원,종합병원,구,인천,032-890-5551,032-888-7272,22173,인천시 미추홀구,독배로 503 (숭의동),37.450671,126.6473763,2009-01-01 00:00:00,Y,불포함
132,현대중앙병원,병원,시,강원,033-747-1199,033-742-3901,26342,강원도 원주시,상지대길 23,37.3691652,127.938878,2010-01-01 00:00:00,Y,불포함
133,횡성대성병원,병원,군,강원,033-343-0901,033-344-1199,25240,강원도 횡성군,횡성읍 횡성로 275,37.4783172,127.9797883,2002-02-01 00:00:00,Y,불포함
134,봄날요양병원,요양병원,구,인천,032-464-9101,032-438-9102,21588,인천시 남동구,인주대로 806 (구월동),37.4492944,126.7252472,2009-01-01 00:00:00,Y,불포함
135,(의)유라의료재단 온누리요양병원,요양병원,구,서울,02-919-2700,02-912-8088,2775,서울시 성북구,"화랑로 271 (장위동, 동원베네스트)",37.6052866,127.0403349,2009-01-01 00:00:00,Y,불포함
136,가평성모의원,의원,군,경기,031-582-1833,031-582-1722,12420,경기도 가평군,가평읍 가화로 75,37.8264472,127.5148617,2003-02-15 00:00:00,Y,포함
137,김내과의원,의원,구,서울,02-703-2226,02-716-2226,4318,서울시 용산구,백범로 51길 6,37.5397381,126.960719,2006-01-01 00:00:00,Y,불포함
138,김일중내과의원,의원,구,서울,02-3473-1356,02-3472-2804,6727,서울시 서초구,효령로 396 (서초동),37.4855461,127.0118012,2006-01-01 00:00:00,Y,불포함
139,박상수내과의원,의원,구,서울,02-332-5460,02-334-5462,4072,서울시 마포구,독막로 22 (합정동),37.5467114,126.9328565,2006-01-01 00:00:00,Y,불포함
140,밝은미래안과,의원,구,서울,02-939-3075,02-934-3075,1674,서울시 노원구,동일로 1548 (상계동),37.6587474,127.0635414,2010-01-01 00:00:00,Y,불포함
141,노원삼성드림이비인후과의원,의원,구,서울,02-935-1365,02-935-7365,1751,서울시 노원구,노해로 482 (상계동),37.654609,127.0647926,2010-01-01 00:00:00,Y,불포함
142,양양정형외과,의원,군,강원,033-672-6722,033-672-6662,25031,강원도 양양군,양양읍 양양로 9-1,38.078381,128.6271749,2006-03-01 00:00:00,Y,불포함
143,어비뇨기과,의원,구,서울,02-930-0131,02-930-0104,1762,서울시 노원구,동일로 1401 (상계동),37.6676631,127.0580695,2010-01-01 00:00:00,Y,불포함
144,연세조내과의원,의원,구,서울,02-803-2134,02-809-5786,8628,서울시 금천구,"시흥대로 224,  4층",37.4537081,126.9015364,2006-01-01 00:00:00,Y,불포함
145,연천군보건의료원,의원,군,경기,031-839-4001,031-839-4191,11027,경기도 연천군,전곡읍 은대성로 95,38.0233652,127.0612435,2001-03-01 00:00:00,Y,불포함
146,윤문수비뇨기과의원,의원,구,서울,02-2069-0221,02-2069-0222,7250,서울시 영등포구,영중로 46 (영등포동5가),37.5293163,126.9051438,2010-01-01 00:00:00,Y,불포함
147,퇴촌중앙의원,의원,시,경기,031-766-6211,031-766-6256,12711,경기도 광주시,퇴촌면 광동로 73-8,37.4708129,127.3108802,2010-01-01 00:00:00,Y,불포함
148,평창군보건의료원,의원,군,강원,033-332-4000,033-330-4809,25377,강원도 평창군,평창읍 종부로 61,37.3607053,128.3890248,2006-03-01 00:00:00,Y,불포함
149,한양그린내과의원,의원,구,서울,02-379-3377,02-379-3378,3629,서울시 서대문구,통일로 442 (홍제동),37.5830596,126.9475271,2006-01-01 00:00:00,Y,불포함
150,현대중앙의원,의원,구,서울,02-2244-9600,02-2244-9601,2539,서울시 동대문구,사가정로 110 (전농동),37.5770904,127.0618216,2006-01-01 00:00:00,Y,불포함
151,화천군보건의료원,의원,군,강원,033-442-4424,033-440-2899,24119,강원도 화천군,화천읍 강변로 111,38.1075314,127.7091133,2003-02-01 00:00:00,Y,포함
152,제이씨빛소망안과,의원,구,서울,02-785-1068,02-6334-1100,7321,서울시 영등포구,국제금융로 6길 33 6층,37.5207606,126.926893,2010-01-01 00:00:00,Y,불포함
153,강릉동인병원,종합병원,시,강원,033-651-6167,033-652-4276,25478,강원도 강릉시,강릉대로419번길 42,37.7743397,128.9070484,1987-04-01 00:00:00,Y,불포함
154,강원대학교병원,종합병원,시,강원,033-258-2000,033-258-2296,24289,강원도 춘천시,백령로 156 (효자동),37.8700116,127.7404975,1999-01-01 00:00:00,Y,불포함
155,경기도립의료원 포천병원,종합병원,시,경기,031-539-9114,031-539-9137,11142,경기도 포천시,포천로 1648,37.9031637,127.1981229,1999-12-22 00:00:00,Y,불포함
156,경기도립의료원 수원병원,종합병원,시,경기,031-888-0114,031-888-0588,16316,경기도 수원시,장안구 수성로245번길 69,37.2920141,126.996646,1991-01-01 00:00:00,Y,불포함
157,경기도의료원 안성병원,종합병원,시,경기,031-8046-5000,031-8046-5566,17572,경기도 안성시,고수2로 17 (당왕동),37.0148856,127.2564024,2003-01-09 00:00:00,Y,불포함
158,경기도립의료원 의정부병원,종합병원,시,경기,031-828-5000,031-828-5021,11671,경기도 의정부시,흥선로 142,37.7410385,127.0425242,1992-10-01 00:00:00,Y,불포함
159,경기도의료원 파주병원,종합병원,시,경기,031-940-9100,031-944-0909,10922,경기도 파주시,중앙로 207 (금촌동),37.7568413,126.7794836,2002-10-15 00:00:00,Y,불포함
